st,0.1,0.0,0.0,6.773843489866569,0.16412159318684,true
poi,0.1,0.1,1.0,6.668537094495198,0.1642938245567631,true
hypo,0.1,0.1,0.9736379530830043,6.6688255709608635,0.16428432950654537,true
hypo,0.1,0.1,0.9147320339189785,6.669452385478481,0.16426361480754414,true
hypo,0.1,0.1,0.8819171036881968,6.669788207441974,0.16425248807286807,true
hyper,0.1,0.1,1.0199501246882792,6.668314386159486,0.16430115030786926,true
hyper,0.1,0.1,1.0764794285093986,6.6676537530012014,0.16432294348106513,true
hyper,0.1,0.1,1.2645601709825842,6.66512089458435,0.1644074168738034,true
mmpp,0.1,0.1,1.020204061220407,6.668305369052446,0.16430150575714142,true
mmpp,0.1,0.1,1.1489125293076057,6.666692837263867,0.16435529568841534,true
mmpp,0.1,0.1,1.3114877048604001,6.664339595493259,0.16443444484162087,true
poi,0.1,1.0,1.0,5.255420249850826,0.19196749277405664,true
hypo,0.1,1.0,0.9736379530830044,5.274606081997479,0.19032316024318652,true
hypo,0.1,1.0,0.9147320339189785,5.314973440823065,0.18632429684063279,true
hypo,0.1,1.0,0.8819171036881968,5.334620887982382,0.18398907514045393,true
hyper,0.1,1.0,1.0199501246882794,5.2409901297035,0.1931923777301401,true
hyper,0.1,1.0,1.0764794285093986,5.201570809886298,0.19683715111928177,true
hyper,0.1,1.0,1.2645601709825842,5.098534069866,0.210582671663914,true
mmpp,0.1,1.0,1.0202040612204069,5.242745069555341,0.19337694682793297,true
mmpp,0.1,1.0,1.148912529307606,5.177107088596412,0.20276525276774182,true
mmpp,0.1,1.0,1.3114877048604003,5.116229190386631,0.21483989480081989,true
poi,0.1,2.0,1.0,3.797194888247701,0.2634429074655432,true
hypo,0.1,2.0,0.9736379530830044,3.7989608102564327,0.2589812331778932,true
hypo,0.1,2.0,0.9147320339189785,3.770375445682519,0.24866039469007367,true
hypo,0.1,2.0,0.8819171036881968,3.736807977816183,0.2431288884021577,true
hyper,0.1,2.0,1.0199501246882794,3.794671935338701,0.2667536544344753,true
hyper,0.1,2.0,1.0764794285093986,3.798111963632389,0.27626073857941535,true
hyper,0.1,2.0,1.2645601709825842,3.9353295266597086,0.3068303997707136,true
mmpp,0.1,2.0,1.0202040612204069,3.8110711392157324,0.2667692969194348,true
mmpp,0.1,2.0,1.148912529307606,3.949349876648612,0.28571415953456614,true
mmpp,0.1,2.0,1.3114877048604003,4.147013407622528,0.30655807460824575,true
poi,0.1,5.0,1.0,2.0741521261104774,0.4821251060779739,true
hypo,0.1,5.0,0.9736379530830043,1.9550581676085363,0.47619037947069004,true
hypo,0.1,5.0,0.9147320339189784,1.723601632387894,0.4754487740826101,true
hypo,0.1,5.0,0.881917103688197,1.6338936591423574,0.4790758949887828,true
hyper,0.1,5.0,1.0199501246882794,2.1607052825739053,0.4873146519120682,true
hyper,0.1,5.0,1.0764794285093986,2.409823863011851,0.4990261111016019,true
hyper,0.1,5.0,1.2645601709825842,3.241878605810925,0.5060385749560633,true
mmpp,0.1,5.0,1.020204061220407,2.167590202733961,0.4822128511674594,true
mmpp,0.1,5.0,1.1489125293076057,2.7077397067839413,0.47702116078698653,true
mmpp,0.1,5.0,1.3114877048604001,3.4248468442597955,0.4712624861006467,true
poi,0.1,10.0,1.0,1.475571051500281,0.677703736274693,true
hypo,0.1,10.0,0.9736379530830043,1.30683512225487,0.6815069458923755,true
hypo,0.1,10.0,0.9147320339189784,1.1805230770325648,0.7001298555677128,true
